,0,1,2,3
54,-202.6302274,-4.082220655,-7.759722977, 8cell
55,-211.0990945,-7.338397162,-9.422005986, 8cell
56,-212.1748521,-9.990507796,-12.26361599, 8cell
57,-216.0766983,-2.050659289,-13.19693914, 8cell
58,-221.2981361,-9.232107936,-10.68422889, 8cell
59,-211.1892657,-4.666444619,-12.82524445, 8cell
60,-215.618815,-9.060308143,-1.720420094, 8cell
61,-214.8009056,-7.002425484,-5.885479266, 8cell
62,-204.7346904,-11.73207463,-16.46110106, 8cell
63,-213.1159861,-3.74577813,-1.091217291, 8cell
64,-196.4307467,-10.54626928,-8.144263071, 8cell
65,-207.8450223,-8.288446169,-10.53701092, 8cell
66,-202.8735654,-2.225886096,-6.218738465, 8cell
67,-201.6961471,-1.117885417,-7.924447166, 8cell
68,-213.9906469,-13.18575892,-4.005237568, 8cell
69,-220.9573034,-3.717291382,-14.45942619, 8cell
70,-227.9678627,-7.675395329,-11.57662694, 8cell
71,-227.9858282,-11.09163028,-9.223869838, 8cell
72,-217.4246002,-5.265996957,-15.42398934, 8cell
73,-207.2336353,-2.253247061,-10.75332608, 8cell
74,-216.3413975,-8.339036067,-2.73691055, 8cell
75,-207.0428915,-10.38992544,-5.642471259, 8cell
76,-203.346063,-8.811790759,-10.96130238, 16cell
77,-214.6636317,-11.01861611,-9.294631112, 16cell
78,-204.1599744,-12.90968478,-12.29574372, 16cell
79,-220.5300454,-10.02874985,-11.65027555, 16cell
80,-129.3929174,0.716678804,-1.493807774, 16cell
81,-212.6991518,-9.619032456,-2.421206521, 16cell
82,-214.2003208,-3.273578335,-7.015402153, 16cell
83,-200.8987839,-11.19324654,-9.109190836, 16cell
84,-207.3355941,-10.46451308,-5.116973936, 16cell
85,-200.8845042,-9.2981501,-7.199723118, 16cell
86,-189.3712365,-9.345474919,-1.385067514, 16cell
87,-192.444249,-0.953208243,-6.869050806, 16cell
88,-201.2579644,-9.458168679,-10.83156079, 16cell
89,-212.4498473,-8.756381335,-9.021458946, 16cell
90,-219.5066008,-7.902481739,-3.843533791, 16cell
91,-219.4594904,-12.89982396,-14.7501689, 16cell
92,-201.4765164,-8.981679529,-3.277040574, 16cell
93,-143.7061252,2.442462472,-1.652549837, 16cell
94,-186.9858405,-8.678127752,-6.154845134, 16cell
95,-207.9869878,-7.778689104,-11.26587195, 16cell
96,-219.236854,-10.71742649,-5.384486915, 16cell
97,-216.2797449,-5.0180745,-10.83760129, 16cell
98,-204.65172,-11.2245376,-16.26342645, 16cell
99,-216.5067122,-2.025738786,-11.32518845, 16cell
100,-191.5612717,-9.367425603,-8.633092125, 16cell
101,-180.8716209,-8.890856045,-5.603510523, 16cell
102,-186.9055234,-14.5786119,-11.25217601, 16cell
103,-214.2498241,-7.673389104,-11.84387466, 16cell
104,-204.9452701,-9.391214159,-6.43187067, 16cell
105,-204.2611109,-9.168085701,-12.62917081, 16cell
106,-207.3825612,-11.58581808,-11.49644775, 16cell
107,-207.7197585,-8.485980128,-8.364897523, 16cell
108,-191.5557211,-8.585758075,-8.30522543, 16cell
109,-180.9312443,-7.661597747,0.772571863, 16cell
110,-144.4820426,-0.227892793,-3.557291211, 16cell
111,-199.8257657,-9.291835266,-3.460360103, 16cell
112,-211.5753892,-3.637011172,-7.553682141, 16cell
113,-213.1810615,-5.703535033,-14.55544653, 16cell
114,-193.7115699,-9.518118539,-4.137500258, 16cell
115,-208.8593,-8.658596994,-5.593559832, 16cell
116,-215.9282786,-4.080291684,-7.641171036, 16cell
117,-208.3073156,-9.083648334,-4.580562326, 16cell
118,-216.5333034,-6.008551802,-6.679957211, 16cell
119,-198.3092772,-8.978031046,-8.314313303, 16cell
120,-197.817028,-4.758790415,-11.34277108, 16cell
121,-206.4618144,-2.426148305,-8.393562073, 16cell
122,-202.5793517,-11.30137934,-10.06508048, 16cell
123,-194.0221742,-10.33339307,-8.742636122, 16cell
124,-205.1664469,-3.77396351,-7.26550896, 16cell
125,-198.9609554,-8.012706157,-7.358432739, 16cell
126,-201.7558018,-9.927488048,-6.326870472, earlyblast
127,-227.4756072,-19.21523217,-3.284822917, earlyblast
128,-210.6502345,-20.76510608,-5.882683175, earlyblast
129,-141.1697219,-2.390323809,3.79087469, earlyblast
130,-201.7942591,-7.819680953,3.196878161, earlyblast
131,-147.8378059,-6.279240969,0.959940431, earlyblast
132,-213.9223785,-19.42777571,0.003674631, earlyblast
133,-201.5706617,-7.625612519,-8.420229126, earlyblast
134,-202.6951159,-17.72941054,-2.189871277, earlyblast
135,-214.4301015,-10.89613313,3.716878237, earlyblast
136,-207.5893717,-9.770102756,0.290022723, earlyblast
137,-206.7879326,-17.10608846,-5.944043466, earlyblast
138,-175.5994054,-11.27524974,3.73209361, earlyblast
139,-196.9548122,-9.778137528,-0.863960711, earlyblast
140,-195.5568635,-18.00950259,1.934282084, earlyblast
141,-180.0962909,-9.356062199,-1.28384437, earlyblast
142,-223.9410709,-12.25321664,-0.41789749, earlyblast
143,-216.593047,-10.60793572,-5.089497752, earlyblast
144,-214.2829679,-10.01992089,-1.383969673, earlyblast
145,-218.7186361,-14.13199726,-6.963246031, earlyblast
146,-192.378455,-7.540032025,-4.64228772, earlyblast
147,-200.133187,-9.938619385,-5.819960181, earlyblast
148,-195.5801067,-10.6055155,0.935019571, earlyblast
149,-178.4748139,-16.03754469,-9.777334191, earlyblast
150,-220.7757621,-8.774227761,-9.99964082, earlyblast
151,-152.3613133,-7.743195234,-5.490380812, earlyblast
152,-165.693045,-1.769899837,3.611156845, earlyblast
153,-230.9271544,-18.46984394,-6.287753939, earlyblast
154,-157.8282522,-6.499935818,-2.986227082, earlyblast
155,-223.6100312,-17.86383831,-8.554516922, earlyblast
156,-198.9378324,-8.573895822,-9.318411032, earlyblast
157,-215.6547883,-13.9830312,-5.390386426, earlyblast
158,-211.0561206,-13.09059468,-3.906742654, earlyblast
159,-239.3266416,-15.45594302,-1.730497649, earlyblast
160,-197.4559782,-18.10208606,2.892508972, earlyblast
161,-222.0467856,-13.25095526,-9.582297239, earlyblast
162,-200.2414254,-12.35044091,-7.500014264, earlyblast
163,-230.4969264,-20.12030035,-4.46934635, earlyblast
164,-214.2688571,-18.37042282,-9.482771251, earlyblast
165,-152.7553548,-9.406215449,2.881455864, earlyblast
166,-194.3314228,-10.84204595,-5.76771483, earlyblast
167,-166.5584532,-8.737291994,-2.447262806, earlyblast
168,-214.1450288,-12.10250821,-5.64035516, earlyblast
169,-201.4805468,-19.68685199,-6.297534686, midblast
170,-219.4351445,-21.01732859,-2.487906483, midblast
171,-208.3447918,-13.17894484,-5.518414951, midblast
172,-228.168734,-13.0013025,-6.66022556, midblast
173,-221.1020766,-20.40184785,-19.22590076, midblast
174,-217.0234617,-17.65331835,-10.42575147, midblast
175,-219.8419627,-15.34861003,-9.732312667, midblast
176,-220.2808603,-22.63835352,-3.916545245, midblast
177,-221.2678333,-20.01447178,-1.872647764, midblast
178,-203.2890737,-20.63556151,-4.352280647, midblast
179,-184.1456964,-4.995629542,0.411724487, midblast
180,-178.2216675,-12.8529068,-0.373550786, midblast
181,-180.5252785,-6.991952482,3.124833926, midblast
182,-221.4967636,-18.16003746,-8.904626195, midblast
183,-201.9654413,-9.729490348,-9.028544824, midblast
184,-226.4057363,-10.47261943,-7.376868664, midblast
185,-201.7625845,-12.73113457,-0.531783653, midblast
186,-160.2671675,-9.015747878,-0.946734433, midblast
187,-204.1519319,-15.86963583,-4.276258912, midblast
188,-197.145727,-17.60778256,-0.999193844, midblast
189,-184.8747893,-12.52992772,-3.302780012, midblast
190,-231.5299151,-16.49854953,-9.275010895, midblast
191,-231.096916,-16.81396353,-5.958622296, midblast
192,-235.0717207,-11.18449066,-9.026477889, midblast
193,-225.0106513,-16.81225834,-12.49709737, midblast
194,-229.4714658,-17.28099329,-8.260736281, midblast
195,-228.6208671,-15.17477083,-7.02927217, midblast
196,-231.0111263,-16.2196703,-4.750483062, midblast
197,-206.3932819,-16.78428911,-7.664734464, midblast
198,-206.2151739,-11.62915181,-4.770989808, midblast
199,-204.9838353,-16.77713917,-7.255176996, midblast
200,-205.9682499,-12.56127288,-8.880118678, midblast
201,-224.3621165,-16.11389554,-10.21680688, midblast
202,-216.1560312,-13.15715356,0.475640952, midblast
203,-222.5088417,-15.98262094,-3.488782911, midblast
204,-264.9911762,-19.5781423,-4.496896972, midblast
205,-213.5560635,-16.30274301,1.672994999, midblast
206,-220.6743297,-15.89421038,-4.559583661, midblast
207,-204.3726506,-18.35515315,3.834508652, midblast
208,-207.1877711,-16.82390136,-13.65733393, midblast
209,-199.6392087,-18.31397094,-2.272046472, midblast
210,-197.6070131,-17.91730708,-10.30324111, midblast
211,-200.660409,-17.51440798,-9.666277698, midblast
212,-174.3430447,0.37295056,1.952562521, midblast
213,-202.0384,-23.01296224,-5.899881468, midblast
214,-212.4131053,-18.14640149,-3.367626959, midblast
215,-122.0017559,-3.465625707,2.957994352, midblast
216,-209.9325383,-19.02453315,-4.580137969, midblast
217,-209.497384,-12.55939881,0.930057842, midblast
218,-205.6830637,-10.67258177,0.867702229, midblast
219,-189.0211103,-12.24473761,-5.78475423, midblast
220,-215.3195784,-16.85558632,1.285337863, midblast
221,-217.9718079,-17.98987538,-0.364851853, midblast
222,-227.7963777,-16.38846707,-9.532536527, midblast
223,-223.4174178,-17.32321151,-2.633513975, midblast
224,-204.9582614,-14.68927168,-3.486009336, midblast
225,-222.605597,-19.42625849,-12.47333213, midblast
226,-215.9077686,-11.19746918,2.909261184, midblast
227,-228.7866902,-19.19637177,-11.36897964, midblast
228,-174.5245219,1.691546421,0.027062321, midblast
229,-211.8420574,-18.41098942,-8.507103424, lateblast
230,-215.8265957,-21.21975673,-4.481803283, lateblast
231,-186.2539115,-20.72778904,4.189064371, lateblast
232,-192.1602516,-18.31345273,7.629270447, lateblast
233,-218.6970832,-17.66113421,-5.77170819, lateblast
234,-193.8116685,-11.06642969,-0.398123813, lateblast
235,-123.1169925,-6.261442962,-3.071530157, lateblast
236,-196.5379661,-12.43159098,-7.167958833, lateblast
237,-201.3396606,-12.71440688,-4.565702048, lateblast
238,-194.4291233,-11.77990593,-2.72586967, lateblast
239,-181.2553924,-9.246895356,-7.566102154, lateblast
240,-221.6151857,-17.11823622,2.002463526, lateblast
241,-223.5635762,-16.80001953,-1.685099356, lateblast
242,-207.3569161,-13.30900564,-3.501037906, lateblast
243,-196.6601094,-13.78452027,-5.12678945, lateblast
244,-154.6789972,-5.150012267,4.154364338, lateblast
245,-174.7394668,-5.823443355,-0.584495174, lateblast
246,-223.533323,-15.74707462,-3.506657786, lateblast
247,-211.6161625,-15.9077737,1.964109145, lateblast
248,-227.6713814,-18.47597499,-6.889425306, lateblast
249,-182.4206531,-7.27747412,2.062885108, lateblast
250,-202.4869728,-27.62539837,-5.172778388, lateblast
251,-191.9422908,-16.23940974,3.429746334, lateblast
252,-237.0092965,-14.8725295,-8.90579997, lateblast
253,-228.8193032,-20.34941948,-3.006849423, lateblast
254,-200.9070623,-13.01450862,-3.746161192, lateblast
255,-191.5133656,-8.023638658,-5.885687271, lateblast
256,-175.6511337,-4.280430647,-13.63426956, lateblast
257,-230.6194676,-13.67698679,-4.078869461, lateblast
258,-215.3964112,-12.38147553,-5.271430839, lateblast
